-0.5562675,0.6161368,0.5001596,1.5811201,-1.8406357,-0.6776048,-1.1248448,-0.9323348,-1.5476079,-0.90136075,-1.4900361,-1.9566429,-1.5850235,3.1735137,-1.065493,-1.7462637,1.4620596,3.1149442,-2.9664552,0.006864595
-0.6388701,0.21756439,-0.52342314,-0.22339755,-0.59855235,2.3699672,-0.5553996,-0.8888482,-0.90342635,-0.57962555,-0.56789064,-0.1933412,-0.80296165,-1.0129539,-1.8658776,0.89053583,-2.4765487,3.8345902,-2.4375029,5.321839
-0.53324664,-1.2582324,2.5006316,-0.0838714,0.10904306,1.6465447,-0.6702891,-0.9443974,-1.3579856,-1.6888297,-1.6534654,-0.71409917,-2.4023254,0.5054662,-2.0733676,-1.5259315,-1.4697648,-1.3727218,-1.3908321,-1.6507288
-1.0620773,1.6643649,-1.16974,-1.7710088,-1.6599128,0.95288694,-2.3684874,3.424654,3.6450515,2.4331033,2.8578198,-1.6329719,-1.9032664,-2.775003,-2.725677,-2.968865,-0.9099889,-2.5852072,-2.599659,-2.493246
-0.6535505,1.076177,-0.6278161,-1.6175832,-0.9935788,2.213927,-0.97630394,-1.4460405,-1.7299178,-1.2974355,-1.0935968,-1.3531231,4.671805,-0.22132118,4.715005,-0.31339666,-1.6980681,-1.6780783,-1.283494,1.0975649
-0.043590423,-0.11775792,-0.0625161,-0.08974639,-0.15305397,-0.17600958,-0.12469613,-0.25619757,-0.042712267,-0.031315167,-0.20026441,-0.3884828,-0.09641211,-0.37786055,-0.32676628,0.12682083,-0.30085805,-0.33858076,-0.50980127,-0.4688743
-0.17352055,-0.119429395,0.0779095,-0.18402158,-0.0675312,-0.09910917,-0.0022947607,-0.24149206,-0.22814564,0.057009578,0.0966504,-0.41548914,-0.26530594,-0.30614814,-0.31099075,-0.3972387,-0.6386755,-0.1316583,-0.304328,-0.5217773
-0.20874004,-0.08918293,-0.27260634,-0.20884483,0.5292705,-0.14700864,-0.22831531,-0.1381048,-0.0979986,-0.19767173,-0.45743456,-0.5025434,-0.19366984,-0.3648983,0.58760726,-0.30202037,-0.48090783,-0.4703148,-0.363138,0.1734364
-0.3649331,0.24080549,-0.9562626,-1.1877661,-0.39526793,0.5132871,-0.37225878,0.45161557,-1.8168716,1.3276876,-0.78853357,-1.9165287,-1.5871471,-1.4494406,-1.3932912,-1.2372999,-6.205649,5.383135,6.1740155,-2.1356146
-0.088572346,-0.13015741,-0.21054055,-0.16608873,-0.19014554,-0.28304622,-0.06597532,-0.018092494,0.08335101,0.056351405,-0.35034415,-0.30690497,-0.09320126,-0.11403594,-0.3151588,0.28461123,-0.47661358,-0.4115352,-0.54833245,-0.48355275
-1.0438552,1.3812053,0.21155684,0.44561192,0.0073686335,-0.05815765,-2.0609462,-2.3042247,-2.6884975,-1.9395214,-1.8036249,5.0734887,-2.925413,-1.4700328,2.3403718,-2.0583134,-1.5940577,-1.7129352,-1.5789555,-2.2984316
0.823399,0.4103695,-0.25984436,-1.0413531,-0.9106097,-1.7855102,-1.4964347,-1.2918265,-1.8599575,-1.1214564,-2.234873,-1.9840554,0.041643515,-2.4370413,-2.2917225,1.983377,6.0024424,-2.647677,3.2782104,3.04611
0.7133226,-0.093975864,-0.71693265,-0.9386276,0.7081163,0.27481893,-0.5619901,-0.7182783,0.7372951,-0.16529314,-0.54493827,-0.40011486,-0.33975348,-0.101747036,-0.718199,-1.988142,-0.14633068,-0.8409035,-1.3058306,-1.6136861
-0.19559962,-0.049802966,-0.059574455,0.015688343,-0.2398193,-0.19404009,-0.16371076,-0.08126925,-0.083459035,-0.20186807,-0.3628999,-0.12952335,-0.42664343,0.15995751,0.3754887,-0.16999854,-0.42581105,-0.04279179,-0.20654762,0.064368054
-0.14753327,0.04096844,-0.29004782,-0.31609434,-0.34222123,-0.3738042,1.8552226,-0.6808251,-0.42185214,-0.39327556,-0.42190555,-0.07135962,-0.27688968,-0.6803187,-0.13201572,-0.3979001,1.2930903,-0.37881592,-0.65791214,-0.30860105
-0.5360526,-0.7362535,-1.1611389,-0.6653422,0.8295558,-0.8398426,3.500559,4.0279427,-1.8662268,-1.1298225,-0.74904233,-1.9554169,0.20074446,1.1214381,-0.22272408,-0.76213473,-1.535906,-1.0999274,-0.68989205,-0.87296903
0.2748024,-0.10334341,-0.13738291,-0.065628126,-0.2317413,-0.22873507,-0.28022015,-0.33416066,-0.16400407,-0.1556845,-0.4519385,-0.49360105,-0.3883909,-0.4344104,-0.44226018,0.059991285,-0.63580483,-0.24805352,-0.4480787,0.045233168
-0.31357446,-0.7675426,1.6145818,-0.4651064,-0.5771796,0.43991625,-0.19762856,-0.32514873,-0.47512776,-0.21898569,-0.36928818,-0.55833805,-0.023476545,-1.57201,-0.49542862,-0.11809279,-0.8222963,-0.5483422,-0.6060776,-0.45722783
-0.31840563,-0.20056732,1.1261181,-0.7412275,-0.6405992,-0.48945782,0.9141649,-0.20322458,-0.19300725,0.0032210515,0.2897723,-0.6345744,-0.30008414,-1.0077872,-0.4413503,-0.38298517,-0.5501432,-0.6477755,-0.42526567,-0.5485562
